r[m]	temperatures[K]	pressures[Pa]	rhos[kg/m^3]	kappas[m^2/kg]	gamma1s[idklol]	nablaads[K/m?]
6.956073907e+08	1.128352954e+04	4.472746582e+04	5.522764202e-04	2.741274455e+01	1.194635510e+00	1.221463680e-01
6.956015332e+08	1.132290133e+04	4.562135416e+04	5.605127000e-04	2.834082373e+01	1.194299817e+00	1.217430159e-01
6.955956308e+08	1.136215817e+04	4.653557824e+04	5.689189789e-04	2.929631017e+01	1.193988681e+00	1.213592812e-01
6.955896838e+08	1.140130423e+04	4.747058142e+04	5.774906568e-04	3.027884849e+01	1.193693876e+00	1.209889054e-01
6.955836925e+08	1.144034257e+04	4.842680141e+04	5.862297594e-04	3.128831138e+01	1.193414211e+00	1.206317693e-01
6.955776570e+08	1.147927634e+04	4.940468443e+04	5.951388969e-04	3.232463262e+01	1.193149686e+00	1.202878878e-01
6.955715777e+08	1.151810879e+04	5.040467954e+04	6.042200050e-04	3.338772811e+01	1.192900538e+00	1.199570075e-01
6.955654548e+08	1.155684298e+04	5.142728696e+04	6.134772015e-04	3.447747058e+01	1.192666650e+00	1.196370199e-01
6.955592885e+08	1.159548170e+04	5.247295007e+04	6.229131491e-04	3.559358688e+01	1.192447305e+00	1.193278432e-01
6.955530789e+08	1.163402787e+04	5.354220320e+04	6.325313180e-04	3.673561049e+01	1.192242146e+00	1.190297976e-01
6.955468264e+08	1.167248457e+04	5.463551815e+04	6.423345380e-04	3.790272573e+01	1.192050219e+00	1.187432036e-01
6.955405312e+08	1.171085510e+04	5.575341788e+04	6.523263928e-04	3.909352316e+01	1.191871166e+00	1.184684932e-01
6.955341935e+08	1.174914295e+04	5.689641966e+04	6.625100843e-04	4.030544286e+01	1.191703558e+00	1.182061508e-01
6.955278136e+08	1.178735163e+04	5.806504646e+04	6.728894688e-04	4.153351919e+01	1.191546559e+00	1.179552674e-01
6.955213917e+08	1.182548446e+04	5.925986102e+04	6.834691652e-04	4.276921259e+01	1.191400409e+00	1.177151576e-01
6.955149280e+08	1.186354478e+04	6.048142609e+04	6.942540455e-04	4.403698354e+01	1.191267848e+00	1.174867600e-01
6.955084228e+08	1.190153631e+04	6.173027032e+04	7.052485694e-04	4.534187735e+01	1.191149712e+00	1.172708645e-01
6.955018765e+08	1.193946308e+04	6.300696214e+04	7.164578236e-04	4.667703874e+01	1.191047072e+00	1.170683801e-01
6.954952894e+08	1.197732948e+04	6.431211546e+04	7.278875338e-04	4.803661890e+01	1.190962315e+00	1.168801337e-01
6.954886618e+08	1.201514028e+04	6.564628166e+04	7.395435453e-04	4.941527059e+01	1.190896273e+00	1.167067587e-01
6.954819941e+08	1.205290049e+04	6.701010307e+04	7.514329239e-04	5.081700222e+01	1.190847397e+00	1.165465042e-01
6.954752864e+08	1.209061420e+04	6.840421065e+04	7.635487307e-04	5.224333804e+01	1.190808773e+00	1.163943484e-01
6.954685389e+08	1.212828403e+04	6.982925811e+04	7.758870335e-04	5.369416855e+01	1.190775871e+00	1.162470579e-01
6.954617516e+08	1.216591206e+04	7.128596167e+04	7.884526455e-04	5.516954781e+01	1.190747976e+00	1.161047965e-01
6.954549245e+08	1.220350044e+04	7.277494092e+04	8.012486143e-04	5.666954347e+01	1.190726519e+00	1.159678772e-01
6.954480577e+08	1.224105143e+04	7.429694620e+04	8.142800017e-04	5.819428455e+01	1.190710902e+00	1.158365905e-01
6.954411514e+08	1.227856742e+04	7.585266530e+04	8.275507887e-04	5.974390962e+01	1.190701962e+00	1.157112047e-01
6.954342056e+08	1.231605092e+04	7.744284858e+04	8.410651010e-04	6.131858129e+01	1.190699697e+00	1.155920178e-01
6.954272204e+08	1.235350451e+04	7.906822930e+04	8.548281510e-04	6.291850026e+01	1.190704584e+00	1.154793575e-01
6.954201960e+08	1.239093095e+04	8.072955211e+04	8.688448126e-04	6.454388394e+01	1.190716743e+00	1.153735518e-01
6.954131323e+08	1.242833310e+04	8.242759009e+04	8.831206445e-04	6.619498392e+01	1.190736532e+00	1.152750030e-01
6.954060296e+08	1.246571396e+04	8.416314472e+04	8.976610976e-04	6.787207444e+01	1.190764308e+00	1.151840463e-01
6.953988880e+08	1.250307671e+04	8.593697203e+04	9.124723944e-04	6.957547137e+01	1.190800190e+00	1.151011139e-01
6.953917076e+08	1.254042441e+04	8.774997582e+04	9.275604034e-04	7.130550536e+01	1.190843105e+00	1.150249168e-01
6.953844887e+08	1.257775971e+04	8.960292917e+04	9.429320848e-04	7.306253757e+01	1.190893173e+00	1.149547175e-01
6.953772313e+08	1.261508527e+04	9.149667903e+04	9.585956493e-04	7.484698445e+01	1.190950871e+00	1.148914397e-01
6.953699356e+08	1.265240404e+04	9.343210081e+04	9.745611064e-04	7.665934605e+01	1.191018462e+00	1.148361489e-01
6.953626019e+08	1.268971940e+04	9.541010968e+04	9.908381131e-04	7.850018413e+01	1.191096902e+00	1.147896871e-01
6.953552305e+08	1.272703522e+04	9.743160945e+04	1.007434761e-03	8.037011518e+01	1.191187501e+00	1.147523373e-01
6.953478214e+08	1.276435462e+04	9.949751529e+04	1.024332865e-03	8.226932635e+01	1.191282392e+00	1.147186905e-01
6.953403745e+08	1.280167951e+04	1.016088618e+05	1.041532662e-03	8.419835732e+01	1.191379786e+00	1.146878749e-01
6.953328900e+08	1.283901168e+04	1.037666038e+05	1.059039459e-03	8.615793780e+01	1.191480875e+00	1.146600619e-01
6.953253677e+08	1.287635300e+04	1.059717192e+05	1.076858579e-03	8.814894017e+01	1.191585660e+00	1.146355271e-01
6.953178077e+08	1.291370545e+04	1.082252538e+05	1.094996005e-03	9.017243361e+01	1.191695213e+00	1.146147028e-01
6.953102099e+08	1.295107110e+04	1.105282649e+05	1.113457732e-03	9.222972915e+01	1.191809654e+00	1.145977899e-01
6.953025744e+08	1.298845214e+04	1.128818099e+05	1.132250567e-03	9.432247736e+01	1.191928387e+00	1.145851985e-01
6.952949012e+08	1.302585082e+04	1.152869800e+05	1.151379973e-03	9.645274038e+01	1.192051053e+00	1.145766973e-01
6.952871902e+08	1.306326904e+04	1.177449008e+05	1.170851400e-03	9.862316540e+01	1.192176700e+00	1.145704687e-01
6.952794414e+08	1.310070842e+04	1.202567205e+05	1.190673547e-03	1.008334812e+02	1.192304611e+00	1.145671159e-01
6.952716549e+08	1.313817077e+04	1.228235533e+05	1.210855293e-03	1.030742983e+02	1.192436337e+00	1.145673767e-01
6.952638307e+08	1.317565811e+04	1.254466042e+05	1.231406992e-03	1.053462240e+02	1.192571640e+00	1.145719960e-01
6.952559689e+08	1.321317272e+04	1.281271238e+05	1.252340254e-03	1.076505982e+02	1.192711949e+00	1.145817265e-01
6.952480696e+08	1.325071709e+04	1.308663172e+05	1.273666581e-03	1.099886261e+02	1.192858219e+00	1.145973578e-01
6.952401330e+08	1.328829391e+04	1.336654122e+05	1.295399327e-03	1.123614616e+02	1.193011165e+00	1.146194786e-01
6.952321593e+08	1.332590621e+04	1.365257049e+05	1.317553368e-03	1.147702352e+02	1.193173289e+00	1.146490052e-01
6.952241488e+08	1.336355744e+04	1.394484570e+05	1.340141720e-03	1.172160114e+02	1.193345189e+00	1.146863177e-01
6.952161014e+08	1.340125051e+04	1.424350899e+05	1.363139232e-03	1.196989759e+02	1.193520188e+00	1.147273183e-01
6.952080173e+08	1.343898733e+04	1.454869448e+05	1.386539253e-03	1.222196080e+02	1.193695903e+00	1.147706285e-01
6.951998963e+08	1.347676954e+04	1.486054543e+05	1.410348558e-03	1.247786310e+02	1.193873167e+00	1.148165464e-01
6.951917382e+08	1.351459888e+04	1.517920055e+05	1.434574363e-03	1.273767592e+02	1.194051027e+00	1.148647964e-01
6.951835431e+08	1.355247685e+04	1.550481898e+05	1.459219918e-03	1.300145854e+02	1.194228411e+00	1.149140000e-01
6.951753108e+08	1.359040457e+04	1.583753260e+05	1.484291223e-03	1.326927215e+02	1.194404364e+00	1.149639711e-01
6.951670411e+08	1.362838324e+04	1.617751423e+05	1.509800667e-03	1.354118997e+02	1.194581032e+00	1.150152683e-01
6.951587339e+08	1.366641417e+04	1.652491164e+05	1.535757119e-03	1.381727604e+02	1.194758654e+00	1.150681898e-01
6.951503893e+08	1.370449883e+04	1.687989425e+05	1.562173301e-03	1.409760093e+02	1.194939017e+00	1.151233688e-01
6.951420071e+08	1.374263883e+04	1.724260869e+05	1.589060004e-03	1.438222824e+02	1.195122600e+00	1.151812598e-01
6.951335873e+08	1.378083596e+04	1.761323347e+05	1.616431615e-03	1.467122607e+02	1.195310831e+00	1.152424961e-01
6.951251301e+08	1.381909218e+04	1.799193342e+05	1.644301999e-03	1.496465634e+02	1.195504665e+00	1.153075397e-01
6.951166353e+08	1.385740964e+04	1.837888590e+05	1.672686747e-03	1.526257755e+02	1.195704937e+00	1.153769195e-01
6.951081033e+08	1.389579060e+04	1.877426143e+05	1.701602845e-03	1.556504064e+02	1.195913315e+00	1.154512987e-01
6.950995340e+08	1.393423755e+04	1.917824193e+05	1.731069441e-03	1.587208639e+02	1.196130037e+00	1.155311018e-01
6.950909279e+08	1.397275320e+04	1.959100246e+05	1.761106140e-03	1.618373460e+02	1.196356535e+00	1.156170145e-01
6.950822849e+08	1.401134057e+04	2.001273515e+05	1.791728031e-03	1.650006525e+02	1.196592808e+00	1.157090589e-01
6.950736052e+08	1.405000187e+04	2.044364237e+05	1.822884665e-03	1.682252022e+02	1.196829677e+00	1.158019528e-01
6.950648886e+08	1.408873814e+04	2.088391057e+05	1.854569407e-03	1.715147037e+02	1.197065234e+00	1.158945486e-01
6.950561349e+08	1.412755025e+04	2.133376029e+05	1.886793574e-03	1.748674636e+02	1.197300673e+00	1.159874126e-01
6.950473439e+08	1.416643914e+04	2.179337116e+05	1.919568225e-03	1.782819040e+02	1.197535634e+00	1.160806492e-01
6.950385154e+08	1.420540592e+04	2.226297738e+05	1.952904676e-03	1.817564204e+02	1.197772264e+00	1.161749586e-01
6.950296493e+08	1.424445180e+04	2.274278586e+05	1.986816141e-03	1.852892667e+02	1.198010445e+00	1.162705272e-01
6.950207455e+08	1.428357810e+04	2.323301032e+05	2.021316357e-03	1.888783535e+02	1.198251247e+00	1.163678616e-01
6.950118039e+08	1.432278631e+04	2.373388270e+05	2.056418716e-03	1.925210205e+02	1.198495030e+00	1.164674461e-01
6.950028244e+08	1.436207801e+04	2.424563036e+05	2.092139711e-03	1.962138490e+02	1.198742628e+00	1.165696830e-01
6.949938069e+08	1.440145494e+04	2.476848067e+05	2.128495783e-03	1.999522197e+02	1.198994398e+00	1.166749671e-01
6.949847515e+08	1.444091903e+04	2.530267466e+05	2.165505185e-03	2.037298229e+02	1.199250221e+00	1.167836785e-01
6.949756581e+08	1.448047227e+04	2.584844196e+05	2.203187016e-03	2.075378334e+02	1.199511528e+00	1.168965921e-01
6.949665269e+08	1.452011677e+04	2.640605317e+05	2.241562580e-03	2.113640641e+02	1.199777246e+00	1.170134470e-01
6.949573580e+08	1.455985455e+04	2.697573336e+05	2.280642984e-03	2.152473890e+02	1.200046778e+00	1.171335056e-01
6.949481513e+08	1.459968741e+04	2.755774631e+05	2.320453394e-03	2.192187598e+02	1.200318336e+00	1.172565669e-01
6.949389070e+08	1.463961738e+04	2.815236030e+05	2.361023942e-03	2.232743084e+02	1.200595140e+00	1.173833683e-01
6.949296253e+08	1.467964646e+04	2.875985274e+05	2.402354663e-03	2.274111391e+02	1.200874567e+00	1.175128892e-01
6.949203061e+08	1.471977610e+04	2.938048738e+05	2.444384697e-03	2.316258011e+02	1.201153278e+00	1.176429167e-01
6.949109492e+08	1.476000738e+04	3.001454616e+05	2.487124367e-03	2.359173618e+02	1.201431513e+00	1.177734882e-01
6.949015543e+08	1.480034137e+04	3.066232239e+05	2.530587454e-03	2.402855006e+02	1.201709390e+00	1.179050133e-01
6.948921213e+08	1.484077926e+04	3.132410939e+05	2.574789126e-03	2.447303154e+02	1.201987743e+00	1.180377975e-01
6.948826500e+08	1.488132237e+04	3.200020501e+05	2.619745419e-03	2.492522110e+02	1.202266574e+00	1.181720570e-01
6.948731403e+08	1.492197212e+04	3.269092076e+05	2.665473340e-03	2.538518326e+02	1.202548385e+00	1.183083206e-01
6.948635920e+08	1.496273001e+04	3.339655223e+05	2.711991193e-03	2.585300298e+02	1.202833056e+00	1.184468642e-01
6.948540050e+08	1.500359766e+04	3.411743137e+05	2.759318565e-03	2.632878248e+02	1.203121662e+00	1.185878292e-01
6.948443793e+08	1.504457666e+04	3.485388334e+05	2.807464793e-03	2.681260565e+02	1.203412414e+00	1.187307239e-01
6.948347147e+08	1.508566847e+04	3.560621053e+05	2.856442801e-03	2.730457311e+02	1.203706026e+00	1.188751534e-01
6.948250110e+08	1.512687447e+04	3.637479949e+05	2.906281469e-03	2.780483732e+02	1.204002261e+00	1.190215051e-01
6.948152683e+08	1.516819611e+04	3.715995490e+05	2.957008301e-03	2.831355441e+02	1.204303384e+00	1.191699579e-01
6.948054866e+08	1.520963500e+04	3.796204510e+05	3.008654766e-03	2.883089950e+02	1.204609394e+00	1.193208247e-01
6.947956659e+08	1.525119285e+04	3.878142707e+05	3.061255042e-03	2.935706246e+02	1.204921484e+00	1.194746420e-01
6.947858064e+08	1.529287146e+04	3.961846232e+05	3.114847408e-03	2.989225167e+02	1.205238581e+00	1.196313947e-01
6.947759082e+08	1.533467280e+04	4.047353286e+05	3.169472130e-03	3.043668866e+02	1.205561638e+00	1.197918430e-01
6.947659714e+08	1.537659872e+04	4.134700703e+05	3.225070195e-03	3.099030691e+02	1.205885291e+00	1.199541166e-01
6.947559959e+08	1.541865069e+04	4.223929864e+05	3.281600771e-03	3.155308888e+02	1.206209064e+00	1.201181263e-01
6.947459815e+08	1.546083006e+04	4.315078058e+05	3.339081891e-03	3.212519115e+02	1.206531405e+00	1.202837899e-01
6.947359281e+08	1.550313834e+04	4.408187579e+05	3.397532837e-03	3.270677886e+02	1.206853747e+00	1.204516962e-01
6.947258352e+08	1.554557704e+04	4.503299806e+05	3.456956075e-03	3.329797006e+02	1.207174659e+00	1.206212565e-01
6.947157029e+08	1.558814750e+04	4.600456577e+05	3.517362680e-03	3.389890928e+02	1.207492590e+00	1.207919717e-01
6.947055307e+08	1.563085097e+04	4.699701549e+05	3.578776294e-03	3.450978140e+02	1.207810283e+00	1.209641621e-01
6.946953185e+08	1.567368881e+04	4.801081104e+05	3.641223583e-03	3.513078497e+02	1.208127737e+00	1.211377680e-01
6.946850661e+08	1.571666241e+04	4.904635261e+05	3.704730694e-03	3.576212140e+02	1.208447814e+00	1.213131174e-01
6.946747734e+08	1.575977322e+04	5.010414498e+05	3.769329208e-03	3.640401312e+02	1.208770871e+00	1.214904040e-01
6.946644402e+08	1.580302275e+04	5.118464287e+05	3.835053156e-03	3.705669514e+02	1.209098220e+00	1.216696277e-01
6.946540666e+08	1.584641262e+04	5.228831924e+05	3.901936886e-03	3.772040932e+02	1.209430575e+00	1.218511835e-01
6.946436525e+08	1.588994447e+04	5.341565611e+05	3.970019443e-03	3.839541847e+02	1.209768057e+00	1.220350713e-01
6.946331979e+08	1.593362002e+04	5.456717645e+05	4.039346395e-03	3.908201763e+02	1.210112810e+00	1.222217828e-01
6.946227030e+08	1.597744103e+04	5.574336228e+05	4.109964588e-03	3.978047004e+02	1.210461974e+00	1.224109381e-01
6.946121679e+08	1.602140933e+04	5.694475021e+05	4.181920040e-03	4.049067938e+02	1.210817814e+00	1.226032823e-01
6.946015929e+08	1.606552669e+04	5.817184956e+05	4.255213970e-03	4.121314933e+02	1.211175323e+00	1.227973029e-01
6.945909777e+08	1.610979455e+04	5.942522421e+05	4.329719152e-03	4.194752439e+02	1.211533070e+00	1.229924262e-01
6.945803222e+08	1.615421412e+04	6.070541986e+05	4.405436481e-03	4.269391066e+02	1.211892247e+00	1.231885031e-01
6.945696260e+08	1.619878665e+04	6.201299129e+05	4.482389207e-03	4.345249495e+02	1.212252855e+00	1.233858615e-01
6.945588889e+08	1.624351346e+04	6.334852515e+05	4.560604235e-03	4.422347802e+02	1.212614298e+00	1.235843897e-01
6.945481107e+08	1.628839592e+04	6.471262168e+05	4.640110847e-03	4.500706986e+02	1.212979794e+00	1.237846166e-01
6.945372910e+08	1.633343553e+04	6.610583569e+05	4.720936168e-03	4.580347460e+02	1.213348150e+00	1.239866763e-01
6.945264297e+08	1.637863386e+04	6.752884019e+05	4.803115946e-03	4.661292546e+02	1.213720798e+00	1.241909042e-01
6.945155266e+08	1.642399252e+04	6.898219908e+05	4.886682761e-03	4.743564565e+02	1.214097619e+00	1.243975461e-01
6.945045816e+08	1.646951322e+04	7.046660812e+05	4.971678698e-03	4.827189015e+02	1.214478254e+00	1.246066615e-01
6.944935946e+08	1.651519776e+04	7.198262665e+05	5.058137323e-03	4.912188574e+02	1.214863300e+00	1.248186901e-01
6.944825655e+08	1.656104798e+04	7.353098226e+05	5.146073045e-03	4.998579249e+02	1.215249181e+00	1.250331253e-01
6.944714942e+08	1.660706563e+04	7.511234344e+05	5.235526287e-03	5.086385388e+02	1.215635419e+00	1.252500564e-01
6.944603806e+08	1.665325243e+04	7.672738320e+05	5.326546137e-03	5.175633860e+02	1.216022611e+00	1.254690140e-01
6.944492248e+08	1.669961003e+04	7.837678822e+05	5.419192565e-03	5.266354792e+02	1.216410279e+00	1.256903112e-01
6.944380268e+08	1.674614011e+04	8.006133612e+05	5.513531731e-03	5.358579858e+02	1.216801047e+00	1.259136200e-01
6.944267868e+08	1.679284423e+04	8.178168173e+05	5.609631054e-03	5.452340289e+02	1.217191458e+00	1.261382997e-01
6.944155048e+08	1.683972386e+04	8.353861631e+05	5.707457163e-03	5.547630903e+02	1.217585087e+00	1.263644248e-01
6.944041807e+08	1.688678044e+04	8.533290384e+05	5.806875852e-03	5.644409049e+02	1.217980266e+00	1.265921444e-01
6.943928143e+08	1.693401550e+04	8.716529919e+05	5.907914253e-03	5.742685777e+02	1.218378782e+00	1.268215477e-01
6.943814053e+08	1.698143060e+04	8.903661183e+05	6.010603257e-03	5.842470708e+02	1.218781590e+00	1.270529330e-01
6.943699536e+08	1.702902742e+04	9.094766028e+05	6.114973918e-03	5.943769926e+02	1.219189405e+00	1.272866875e-01
6.943584587e+08	1.707680768e+04	9.289923582e+05	6.221017624e-03	6.046570479e+02	1.219598293e+00	1.275227517e-01
6.943469204e+08	1.712477318e+04	9.489219337e+05	6.328772469e-03	6.150869282e+02	1.220009565e+00	1.277613640e-01
6.943353385e+08	1.717292576e+04	9.692738786e+05	6.438282216e-03	6.256656083e+02	1.220421314e+00	1.280025840e-01
6.943237128e+08	1.722126723e+04	9.900570149e+05	6.549592533e-03	6.363908302e+02	1.220834494e+00	1.282462627e-01
6.943120430e+08	1.726979945e+04	1.011280074e+06	6.662752636e-03	6.472585863e+02	1.221249104e+00	1.284926087e-01
6.943003290e+08	1.731852431e+04	1.032952332e+06	6.777819907e-03	6.582623763e+02	1.221666574e+00	1.287414879e-01
6.942885708e+08	1.736744367e+04	1.055082794e+06	6.894852692e-03	6.693914340e+02	1.222086906e+00	1.289927661e-01
6.942767682e+08	1.741655931e+04	1.077681009e+06	7.013912578e-03	6.806282305e+02	1.222511292e+00	1.292462200e-01
6.942649212e+08	1.746587300e+04	1.100757163e+06	7.135076293e-03	6.919442379e+02	1.222941995e+00	1.295014173e-01
6.942530299e+08	1.751538638e+04	1.124320170e+06	7.258414826e-03	7.034431820e+02	1.223378181e+00	1.297578365e-01
6.942410944e+08	1.756510092e+04	1.148380579e+06	7.383962792e-03	7.152658395e+02	1.223821163e+00	1.300152242e-01
6.942291148e+08	1.761501795e+04	1.172948942e+06	7.511804244e-03	7.273747067e+02	1.224270105e+00	1.302732974e-01
6.942170910e+08	1.766513874e+04	1.198035534e+06	7.641796195e-03	7.397335385e+02	1.224723816e+00	1.305322051e-01
6.942050229e+08	1.771546479e+04	1.223650997e+06	7.773836083e-03	7.523137612e+02	1.225181699e+00	1.307930201e-01
6.941929101e+08	1.776599786e+04	1.249805700e+06	7.907964992e-03	7.650958165e+02	1.225643277e+00	1.310558170e-01
6.941807522e+08	1.781673974e+04	1.276511739e+06	8.044227998e-03	7.780621550e+02	1.226108670e+00	1.313213110e-01
6.941685491e+08	1.786769231e+04	1.303779391e+06	8.182667578e-03	7.911954649e+02	1.226575375e+00	1.315892339e-01
6.941563005e+08	1.791885752e+04	1.331620933e+06	8.323339914e-03	8.044778813e+02	1.227043629e+00	1.318599284e-01
6.941440061e+08	1.797023744e+04	1.360047463e+06	8.466292365e-03	8.178886287e+02	1.227513194e+00	1.321335584e-01
6.941316657e+08	1.802183414e+04	1.389071440e+06	8.611582386e-03	8.314216889e+02	1.227982998e+00	1.324103177e-01
6.941192791e+08	1.807364980e+04	1.418704323e+06	8.759210059e-03	8.452051722e+02	1.228454709e+00	1.326905191e-01
6.941068462e+08	1.812568667e+04	1.448958847e+06	8.909227295e-03	8.592573663e+02	1.228927612e+00	1.329738498e-01
6.940943667e+08	1.817794693e+04	1.479848106e+06	9.061708988e-03	8.735698271e+02	1.229402423e+00	1.332600862e-01
6.940818405e+08	1.823043266e+04	1.511384380e+06	9.216727493e-03	8.881382651e+02	1.229880691e+00	1.335487217e-01
6.940692675e+08	1.828314580e+04	1.543581311e+06	9.374368150e-03	9.029614494e+02	1.230362177e+00	1.338393688e-01
6.940566476e+08	1.833608817e+04	1.576452087e+06	9.534720205e-03	9.180398549e+02	1.230847359e+00	1.341314316e-01
6.940439808e+08	1.838926141e+04	1.610011168e+06	9.697887112e-03	9.333754166e+02	1.231335759e+00	1.344245672e-01
6.940312673e+08	1.844266702e+04	1.644271470e+06	9.863975366e-03	9.489706287e+02	1.231826663e+00	1.347179115e-01
6.940185071e+08	1.849630613e+04	1.679248089e+06	1.003308991e-02	9.648279639e+02	1.232319593e+00	1.350110918e-01
6.940057003e+08	1.855018001e+04	1.714955033e+06	1.020499038e-02	9.809359988e+02	1.232815742e+00	1.353056729e-01
6.939928467e+08	1.860429055e+04	1.751407763e+06	1.037953050e-02	9.972863090e+02	1.233317614e+00	1.356033981e-01
6.939799459e+08	1.865863996e+04	1.788621557e+06	1.055676067e-02	1.013877178e+03	1.233824015e+00	1.359040886e-01
6.939669976e+08	1.871323048e+04	1.826610242e+06	1.073673076e-02	1.030705298e+03	1.234335661e+00	1.362078935e-01
6.939540013e+08	1.876806438e+04	1.865390732e+06	1.091950651e-02	1.047765696e+03	1.234852076e+00	1.365147531e-01
6.939409570e+08	1.882314387e+04	1.904978672e+06	1.110515014e-02	1.065049914e+03	1.235372782e+00	1.368245780e-01
6.939278642e+08	1.887847121e+04	1.945390250e+06	1.129372918e-02	1.082544844e+03	1.235898614e+00	1.371374279e-01
6.939147227e+08	1.893404866e+04	1.986641473e+06	1.148531490e-02	1.100230285e+03	1.236428499e+00	1.374532133e-01
